"","Incident","Location","Reported","Occurred","Comments","Disposition","UCPDI#","latitude","longitude"
"2341","Traffic Violation","6000 S. Woodlawn","11/26/12 9:27 AM","11/26/12 9:27 AM","UCPD officer arrested a motorist for driving with a suspended driver's license","Arrest","B01489",41.785079,-87.596387
"2342","Traffic Violation","6000 S. Cornell","11/26/12 10:45 AM","11/26/12 10:45 AM","UCPD officer arrested a motorist for driving without a valid driver's license","Arrest","B01490",41.805842,-87.586551
"2343","Theft","1101 E. 56th St. (Max Palevsky)","11/26/12 2:32 PM","11/21/12 to 11/26/12  6:00 PM to 11:30 AM","Bicycle secured to railing at the rear of the building was taken by unknown person","Open","B01491",41.793162,-87.599087
"2344","Lost Property","Hyde Park between Greenwood & University","11/26/12 3:07 PM","11/19/12 to 11/21/12 9:00 AM to 4:00 PM","Woman reports losing her wallet","Closed","B01492",42.327323,-88.446708
"2345","Theft","1212 E. 59th St. (Ida Noyes)","11/26/12 3:44 PM","11/21/12 to 11/25/12 9:45 PM to 5:45 PM","Unknown person took cash from locker secured with a combination lock","Open","B01493",41.787881,-87.596225
"2346","Traffic Violation","5300 S. Ellis","11/26/12 4:38 PM","11/26/12 4:38 PM","UCPD officer arrested a motorist for driving with an expired driver's license","Arrest","B01494",41.799403,-87.601305
"2347","Lost Property","1005 E. 60th St. (CTA Bus)","11/26/12 5:04 PM","11/26/12 4:20 PM","Woman left her purse on a CTA bus","Closed","B01495",41.785853,-87.60112
"2348","Theft","5550 S. University (Crown Field House)","11/26/12 6:59 PM","11/26/12 6:30 PM to 6:45 PM","Three cell phones and credit cards left unsecured and unattended were taken by an unknown person","Open","B01496",41.794133,-87.598221
"2349","Theft from Person","1401 E. 55th St. (CTA Bus)","11/25/12 2:06 PM","11/25/12 1:50 PM","Unknown male snatched iPhone from the hand of victim seated on bus as he was exiting at bus stop","Open","B01483",41.794783,-87.591675
"2350","Criminal Trespass to Land","1212 E. 59th St. (IDA Noyes)","11/25/12 3:30 PM","11/25/12 3:30 PM","UCPD officers arrested a man who had been given written legal notice and repeated oral warnings banning him from all University property","Arrest","B01484",41.787881,-87.596225
"2351","Traffic Violation","5900 S. Maryland","11/25/12 9:26 PM","11/25/12 9:26 PM","UCPD officer arrested a motorist for driving with a suspended driver's license","Arrest","B01485",42.003129,-89.549033
"2352","Traffic Violation","6000 S. Cottage Grove","11/24/12 1:00 AM","11/24/12 1:00 AM","UCPD officer arrested a motorist for driving with a revoked driver's license","Arrest","B01482",41.785314,-87.60611
"2353","Robbery","60th near Dorchester","11/23/12 3:27 PM","11/23/12 3:25 PM","Two unknown males forcibly took property from two victims walking on the sidewalk and fled to a waiting car","Open","B01480",39.100049,-89.885775
"2354","Traffic Violation","5900 S. Cottage Grove","11/23/12 7:29 PM","11/23/12 7:29 PM","UCPD officer arrested a motorist for driving with a suspended driver's license","Arrest","B01481",41.785873,-87.606037
"2355","Injured Person","6031 S. Ellis (South Campus Residence Hall)","11/22/12 12:15 AM","11/22/12 12:05 AM","Person fainted in hallway striking head on the floor and sustaining a minor laceration to left knee / Transported to ER by CFD EMS","Closed","B01478",41.785372,-87.601103
"2356","Traffic Violation","5900 S. Cottage Grove","11/22/12 1:35 AM","11/22/12 1:35 AM","UCPD officer arrested a motorist for driving without a valid driver's license","Arrest","B01479",41.785873,-87.606037
"2357","Traffic Accident","1447 E. 52nd St.","11/21/12 8:30 AM","11/21/12 8:30 AM","Traffic Accident Report","Closed","B01474",41.80092,-87.590281
"2358","Traffic Violation","5600 S. Lake Park","11/21/12 9:54 AM","11/21/12 9:54 AM","UCPD officer arrested a motorist for driving with a suspended driver's license","Arrest","B01475",41.793357,-87.587943
"2359","Traffic Violation / Warrant Arrest","5200 S. Woodlawn","11/21/12 12:47 PM","11/21/12 12:47 PM","UCPD officer arrested a motorist for driving without a valid driver's license / Passenger arrested for an active warrant","Arrest","B01476",41.800922,-87.596676
"2360","Warrant Arrest","1520 E. 57th St. (Metra Platform)","11/21/12 10:18 PM","11/21/12 10:18 PM","UCPD officer arrested a  man wanted on a warrant","Arrest","B01477",41.79154,-87.58831
"2361","Theft","1155 E. 60th St. (Harris School)","11/20/12 11:55 AM","11/18/12 6:00 PM to 10:00 PM","Unattended laptop computer left on table in cafeteria was taken by an unknown person","Open","B01469",41.785889,-87.597571
"2362","Traffic Violation","5800 S. Kimbark","11/20/12 9:56 AM","11/20/12 9:56 AM","UCPD officer arrested a motorist for driving without a valid driver's license","Arrest","B01470",41.78964,-87.594793
"2363","Traffic Violation","5100 S. Drexel","11/20/12 3:53 PM","11/20/12 3:53 PM","UCPD officer arrested a motorist for driving with a suspended driver's license","Arrest","B01471",41.802167,-87.604032
"2364","Burglary","5330 S. Blackstone (Neighborhood Apts.)","11/20/12 6:50 PM","11/20/12 10:00 AM to 3:00 PM","Unknown person gained entry to apartment in multi-unit building by prying front door / Camera taken","Open","B01472",41.798838,-87.590496
"2365","Medical Call","5550 S. Ellis (Crown Field House)","11/20/12 11:11 PM","11/20/12 11:00 PM","Man injured his nose while playing basketball / Transported to ER but declined treatment","Closed","B01473",38.00446,-89.900154
"2366","Traffic Violation","6235 S. Woodlawn","11/19/12 8:14 AM","11/19/12 8:14 AM","UCPD officer arrested a motorist for driving with a suspended driver's license","Arrest","B01463",41.781704,-87.596157
"2367","Criminal Damage to Property","Kimbark between 57th & 58th","11/19/12 9:53 AM","11/16/12 to 11/17/12 6:00 PM to 7:30 AM","Unknown person broke window pane in front entrance door of multi-unit building / Investigation revealed accidental damage, no criminal intent","Unfounded","B01464",41.808827,-87.595192
"2368","Traffic Violation","5100 S. Woodlawn","11/19/12 10:27 AM","11/19/12 10:27 AM","UCPD officer arrested a motorist for driving with a suspended driver's license","Arrest","B01465",41.802365,-87.596706
"2369","Theft","5118 S. Dorchester (Grad Student Apts.)","11/19/12 12:14 PM","11/19/12 10:30 AM to 12:00 PM","Metal key box removed from wall in lobby of multi-unit apartment building","Open","B01466",41.801819,-87.591915
"2370","Theft","1100 E. 58th St. (Ryerson Lab)","11/19/12 1:32 PM","11/12/12 to 11/16/12 6:30 PM to 9:00 AM","Multi-media projector taken from unsecured room","Open","B01468",41.789593,-87.599176
"2371","Burglary","5118 S. Dorchester (Grad Student Apts.)","11/19/12 1:33 PM","11/19/12 7:00 AM to 1:00 PM","Unknown person gained entry to apartment by prying the front hallway door / Took laptop computer","Open","B01467",41.801819,-87.591915
"2372","Lost Property","Ellis between 54th & 55th","11/18/12 9:52 AM","11/17/12 to 11/18/12 12:00 PM to 9:30 AM","Person reported losing keys and wallet","Closed","B01458",41.795634,-87.616917
"2373","Assist Other Agency","5100 S. Woodlawn","11/18/12 11:20 AM","11/18/12 11:20 AM","UCPD officer transported a prisoner to the police station assisting CPD","Closed","B01459",41.802365,-87.596706
"2374","Assist Other Agency","1411 E. 53rd St.","11/18/12 3:56 PM","11/18/12 3:56 PM","UCPD officer transported a prisoner to the police station assisting CPD","Closed","B01460",41.799441,-87.591401
"2375","Burglary","5623 S. Dorchester","11/18/12 10:23 PM","11/18/12 10:20 PM","Man broke into basement of multi-unit residential building and took a bicycle / Arrested by CPD","Arrest","B01461",39.078176,-89.885675
"2376","Burglary","Dorchester between 56th & 57th","11/18/12 11:29 PM","11/13 to 11/18/12 6:50 PM to 8:00 PM","Unknown person used force to enter basement of multi-unit building / Two unsecured bicycles taken","Open","B01462",41.809382,-87.592069
"2377","Theft","1116 E. 59th St. (Harper Library)","11/17/12 9:46 AM","11/16/12 12:00 PM to 5:00 PM","Unattended cell phone and wallet taken from unsecured office / Subsequent unauthorized use of credit card reported","Open","B01449",41.802263,-87.589226
"2378","Traffic Violation","5300 S. Woodlawn","11/17/12 10:30 AM","11/17/12 10:30 AM","UCPD officer arrested a motorist for driving with a suspended driver's license","Arrest","B01450",41.799458,-87.596642
"2379","Traffic Violation","1320 E. 53rd St.","11/17/12 1:45 PM","11/17/12 1:45 PM","UCPD officer arrested a motorist for driving with a suspended driver's license","Arrest","B01451",41.799414,-87.59385
"2380","Theft","54th & Maryland","11/17/12 2:21 PM","11/10/12 to 11/11/12 10:00 PM to 12:30 AM","Unknown person took unattended coat and wallet from room during a party","Open","B01452",42.003129,-89.549033
"2381","Recovered Motor Vehicle","5751 S. Woodlawn","11/17/12 3:00 PM","11/17/12 3:00 PM","Suspects fled after committing traffic violations / Arrested by UCPD and charged with various traffic violations, Criminal trespass to a vehicle, Possession of cannabis, Arrest warrant, Felony unlawful flight, Weapon violation","Arrest","B01454",41.79051,-87.596363
"2382","Theft","Ellis between 53rd & 54th","11/17/12 3:50 PM","3/16/12 to 3/17/12 8:00 PM to 3:15 PM","Bicycle secured to a tree was taken by an unknown person","Open","B01453",41.798189,-87.621684
"2383","Theft","1100 E. 57th St. (Regenstein Library Bike Rack)","11/17/12 6:10 PM","11/17/12 1:00 PM to 6:00 PM","Bicycle secured to bike rack taken by an unknown person","Open","B01455",41.791492,-87.599098
"2384","Lost Property","5530 S. Ellis (Ratner A.C.)","11/17/12 7:35 PM","11/16/12 4:00 PM to 5:00 PM","Man reported losing UC ID while in Ratner Center","Closed","B01456",41.794467,-87.601449
"2385","Traffic Violation","1125 E. 63rd St.","11/17/12 9:44 PM","11/17/12 9:44 PM","UCPD officer arrested a motorist for driving with a suspended driver's license","Arrest","B01457",41.780504,-87.597824
"2386","Damage to Property","Kimbark between 55th & 56th","11/16/12 8:07 AM","11/15/12 to 11/16/12 9:00 PM to 7:45 AM","Driver's side window of car parked on the street was smashed / Cause is unknown","Closed","B01445",41.808827,-87.595192
"2387","Traffic Violation","5300 S. Harper","11/16/12 11:14 AM","11/16/12 11:14 AM","UCPD officer arrested a motorist for driving with a suspended driver's license","Arrest","B01446",41.782908,-87.58652
"2388","Information","5758 S. Maryland (DCAM)","11/16/12 1:28 PM","11/16/12 11:30 AM","Man slipped, lost his balance and accidently struck a woman in the face with his arm / Declined medical examination","Closed","B01447",41.790253,-87.605016
"2389","Traffic Accident","5800 S. Woodlawn","11/16/12 3:01 PM","11/16/12 3:01 PM","Traffic Accident report","Closed","B01448",41.789622,-87.596414
"2390","Traffic Violation","5336 S. Drexel","11/15/12 2:57 AM","11/15/12 2:57 AM","UCPD officer arrested a motorist for driving a vehicle with expired registration","Arrest","B01433",41.797753,-87.603959
"2391","Traffic Violation","5300 S. Blackstone","11/15/12 10:09 AM","11/15/12 10:09 AM","UCPD officer arrested a motorist for driving without a valid driver's license","Arrest","B01435",41.799526,-87.590437
"2392","Theft","5815 S. Maryland (Mitchell Hospital)","11/15/12 11:30 AM","11/12/12 to 11/14/12 3:00 PM to 10:30 AM","Unknown person took a camera from an unsecured cabinet in an unsecured office","Open","B01436",41.789267,-87.604888
"2393","Traffic Accident","5840 S. Maryland","11/15/12 12:58 PM","11/15/12 12:58 PM","Traffic Accident report","Closed","B01437",42.003129,-89.549033
"2394","Criminal Trespass to Land","5706 S. University (Reynolds Club)","11/15/12 1:34 PM","11/15/12 1:30 PM","Individual who has disregarded numerous warnings and has received written notification banning him from University property was arrested by UCPD for trespass","Arrest","B01438",41.791316,-87.598148
"2395","Theft","Woodlawn between 51st & 52nd","11/15/12 2:26 PM","11/15/12 2:15 AM","Unknown male took bag containing books, cell phone and cash from a victim walking on the sidewalk","Open","B01439",41.82334,-87.871025
"2396","Theft","5815 S. Maryland (Mitchell Hospital)","11/15/12 5:39 PM","11/15/2012  1:30 PM to 5:00 PM","Wallet taken from unsecured locker in OR locker room","Open","B01440",41.789267,-87.604888
"2397","Theft","5841 S. Maryland (Chicago Lying-In Hospital)","11/15/12 5:23 PM","11/12/12 to 11/13/12 9:00 AM to 9:00 AM","iPad taken from an unsecured storage cabinet in an unsecured office","Open","B01441",41.788784,-87.604882
"2398","Traffic Violation","5500 S. University","11/15/12 7:46 PM","11/15/12 7:46 PM","UCPD officer arrested a motorist for driving without a valid driver's license","Arrest","B01442",41.795051,-87.598097
"2399","Lost Property","6022 S. Drexel","11/15/12 9:06 PM","11/15/12 8:25 PM to 8:45 PM","Person reported lost wallet / Wallet found and will be returned to owner","Closed","B01443",41.785252,-87.604416
"2400","Traffic Violation","5120 S. Lake Park","11/15/12 11:00 PM","11/15/12 11:00 PM","UCPD officer arrested a motorist for driving without a valid driver's license","Arrest","B01444",41.802165,-87.587849
"2401","Traffic Violation","5400 S. Ellis","11/14/12 10:13 AM","11/14/12 10:13 AM","UCPD officer arrested a motorist for driving with a suspended driver's license","Arrest","B01426",41.797933,-87.60127
"2402","Theft","1365 E. 60th St. (Orthogenic School)","11/14/12 12:45 PM","11/7/12 to 11/14/12 11:00 AM to 11:30 AM","Unknown person took 6 ""outdoor mouse traps"" from area in front of the building","Open","B01427",41.786012,-87.592418
"2403","Theft from Person","54th Pl. between Dorchester & Blackstone","11/14/12 2:18 PM","11/14/12 2:05 PM","Unknown male took a tote bag from a victim walking on the street and fled on foot","Open","B01428",41.809382,-87.592069
"2404","Traffic Violation","5300 S. Woodlawn","11/14/12 2:24 PM","11/14/12 2:24 PM","UCPD officer arrested a motorist for driving with a suspended driver's license","Arrest","B01429",41.799458,-87.596642
"2405","Robbery","Woodlawn between 56th & 57th","11/14/12 2:45 PM","11/14/12 2:40 PM","Man forcibly took an iPhone from a victim walking on the street off campus / Suspect fled in a waiting car but was quickly arrested by UCPD officers","Arrest","B01430",41.82334,-87.871025
"2406","Theft","1126 E. 59th St. (Social Science Research - Bike Rack)","11/14/12 7:09 PM","11/14/12 9:30 AM to 6:30 PM","Unknown person took secured bicycle from bike rack","Open","B01431",39.40032,-90.644709
"2407","Traffic Violation","929 E. 57th St.","11/14/12 10:40 PM","11/14/12 10:40 PM","UCPD officer arrested a motorist for driving without a valid driver's license","Arrest","B01432",41.791294,-87.603382
"2408","Theft from Person","55th & Woodlawn (Coffee Shop)","11/13/12 7:19 AM","11/13/12 7:15 AM","Unknown male grabbed a computer from the lap of a customer seated at a table and ran to a waiting vehicle making his escape","Open","B01420",41.82334,-87.871025
"2409","Traffic Violation","5100 S. Lake Park","11/13/12 11:07 AM","11/13/12 11:07 AM","UCPD officer arrested a motorist for driving with a suspended driver's license","Arrest","B01421",41.802475,-87.58786
"2410","Theft","Harper between 54th & 55th","11/13/12 1:52 PM","11/11/12 to 11/12/12 10:00 PM to 2:00 AM","Unknown person(s) entered private apartment and took a Nikon camera / No sign of forcible entry","Open","B01422",41.791615,-87.589528
